Date,PP01,Discharge,TX01,TX02,TX04,stno
2010/7/4,0,38.3,26.87916667,32.8,21.6,C0C460
2010/7/5,0,30.93981481,27.11666667,33.3,21.3,C0C460
2010/7/6,0,29.62962963,26.81666667,32.3,22.9,C0C460
2010/7/7,0,27.56018519,26.54583333,32.3,22.2,C0C460
2010/7/8,0,24.09953704,25.7125,31,23.2,C0C460
2010/7/9,0.18,23.03009259,26.2625,31.9,24,C0C460
2010/7/10,9.09,21.15046296,26.27083333,31.4,23,C0C460
2010/7/11,7.14,21.51041667,26.5875,30.1,24,C0C460
2010/7/12,10.34,22.65972222,24.95416667,30.3,22.6,C0C460
2010/7/13,16.79,28.09027778,25.66666667,29.8,23.4,C0C460
2010/7/14,26.53,26.98958333,24.78333333,30.3,21.5,C0C460
2010/7/15,17.06,45.43981481,24.25416667,29,21.6,C0C460
2010/7/16,2.18,58.5,24.67083333,28.1,21.1,C0C460
2010/7/17,0,39.98958333,24.9875,28.8,22.4,C0C460
2010/7/18,0,32.20949074,26.72916667,33.7,21.3,C0C460
2010/7/19,0.16,26.70023148,26.0875,30.9,23.3,C0C460
2010/7/20,9.22,25.43981481,25.625,29.3,22.3,C0C460
2010/7/21,3.25,24.62037037,25.29583333,29.2,23.1,C0C460
2010/7/22,0.53,27.37962963,25.975,31.8,21.7,C0C460
2010/7/23,2.76,23.78009259,25.51363636,30.7,23.3,C0C460
2010/7/24,41.59,23.90046296,24.22916667,29.3,22.4,C0C460
2010/7/25,24.4,35.07986111,23.95,29.3,22.1,C0C460
2010/7/26,27,65.93981481,24.325,30.2,21.9,C0C460
2010/7/27,8.92,81.45023148,23.1875,25.9,21.6,C0C460
2010/7/28,14.41,94.92013889,23.5375,27.3,21.5,C0C460
2010/7/29,18.52,72.59027778,26.0875,31.8,22.2,C0C460
2010/7/30,15.4,72.8599537,25.30833333,31.1,21.8,C0C460
2010/7/31,9.24,78.25,26.10416667,30.5,23.3,C0C460
2010/8/1,4.77,63.34953704,26.4625,31.4,23.8,C0C460
2010/8/2,1.49,64.71990741,27.29166667,33,23.4,C0C460
2010/8/3,0,57.65046296,27.24583333,33.8,23.3,C0C460
2010/8/4,0.09,48.81944444,27.40416667,33.1,23.1,C0C460
2010/8/5,0.34,43.20949074,26.51666667,31.8,23.1,C0C460
2010/8/6,0.04,36.84027778,26.55416667,30.3,22.7,C0C460
2010/8/7,10.11,34.28009259,27.35416667,30.5,23.1,C0C460
2010/8/8,0.38,32.67013889,26.73333333,30.3,24.3,C0C460
2010/8/9,6.71,35.45949074,26.20416667,32.2,23.2,C0C460
2010/8/10,0,34.75,26.50416667,33.2,21.1,C0C460
2010/8/11,1.09,28.31944444,26.7875,31.7,24.2,C0C460
2010/8/12,9.89,27.09027778,25.75416667,30.8,23.7,C0C460
2010/8/13,0,28.51041667,27.21666667,32.6,23.6,C0C460
2010/8/14,7.77,29.73032407,25.775,30.8,23.4,C0C460
2010/8/15,1.29,24.76041667,25.6125,30.9,22.8,C0C460
2010/8/16,20.79,25.06944444,24.59583333,30.5,22.6,C0C460
2010/8/17,9.24,40.29976852,24.78333333,28.9,22.2,C0C460
2010/8/18,1.25,32.73032407,25.75,30,23.3,C0C460
2010/8/19,0,28.48032407,26.12083333,31.1,23.1,C0C460
2010/8/20,0,24.84953704,27.22916667,32.5,23.4,C0C460
2010/8/21,0.08,22.40046296,27.25416667,33.3,22,C0C460
2010/8/22,0.08,19.31018519,26.40416667,30.1,23,C0C460
2010/8/23,0,20.87962963,26.2375,31,22.9,C0C460
2010/8/24,0,18.95949074,26.67083333,31.3,23.5,C0C460
2010/8/25,2,19.62037037,25.37083333,29.5,22.8,C0C460
2010/8/26,2.04,15.82986111,24.31666667,29.7,21.6,C0C460
2010/8/27,0,15.37962963,25.31666667,31.6,21.3,C0C460
2010/8/28,3.08,15.87962963,24.8875,29.7,21.8,C0C460
2010/8/29,7.23,15.26967593,24.72916667,30.7,22,C0C460
2010/8/30,16.32,14.6400463,23.07916667,27.9,21.4,C0C460
2010/8/31,9.13,25.26967593,22.72916667,24,21.6,C0C460
2010/9/1,3.62,30.48032407,24.58333333,29.5,22,C0C460
2010/9/2,1.04,21.09953704,24.50833333,29,22.1,C0C460
2010/9/3,0.24,19.26041667,25.60833333,31.8,22.2,C0C460
2010/9/4,3.41,15.07986111,24.62083333,29.3,22.2,C0C460
2010/9/5,1,15.15046296,25.22083333,30.6,21.3,C0C460
2010/9/6,0,12.40046296,25.15,29.7,22.4,C0C460
2010/9/7,1.58,12.98032407,26.475,31.2,22.5,C0C460
2010/9/8,0.14,12.21990741,28.0625,32.7,24.6,C0C460
2010/9/9,1.58,14.73958333,24.17083333,28.4,22,C0C460
2010/9/10,3.37,11.51041667,24.675,28.6,21.4,C0C460
2010/9/11,35.52,11.93055556,23.55416667,28.2,21.8,C0C460
2010/9/12,18.44,23,23.57083333,29.1,21.5,C0C460
2010/9/13,0.04,48.00925926,24.50416667,28.4,21.8,C0C460
2010/9/14,7.78,28.79050926,24.25416667,30.5,22.2,C0C460
2010/9/15,0.14,25.62037037,24.8875,30.2,22,C0C460
2010/9/16,0,25.82986111,25.54583333,30.7,22.2,C0C460
2010/9/17,0,19.79976852,24.75,29.6,21.7,C0C460
2010/9/18,24.44,18.03009259,22.68333333,25.8,19.9,C0C460
2010/9/19,137.91,18.87962963,25.38333333,28.3,22.3,C0C460
2010/9/20,1.38,399.7395833,24.3375,28.6,21.5,C0C460
2010/9/21,10.86,162.7604167,24.525,31.1,21.1,C0C460
2010/9/22,0,90.45949074,24.50833333,29.6,21.4,C0C460
2010/9/23,1.49,68.45023148,24.84583333,29.9,22.4,C0C460
2010/9/24,3.4,54.54050926,22.23333333,24.9,20.7,C0C460
2010/9/25,0.22,47.26041667,23.24583333,27.8,19.8,C0C460
2010/9/26,3.92,42.09027778,24.66666667,31.1,22,C0C460
2010/9/27,0.97,37.90972222,24.7,30,22.2,C0C460
2010/9/28,0.08,32.18981481,25.64583333,31.1,21.7,C0C460
2010/9/29,0.4,30.81944444,24.8125,29.9,20.3,C0C460
2010/9/30,0.38,31.59953704,24.62083333,29.4,20.6,C0C460
2010/10/1,0.18,27.29050926,25.09166667,29.2,21.3,C0C460
2010/10/2,0.26,25.62962963,25.29166667,30.2,22.1,C0C460
2010/10/3,14.66,23.59953704,22.98333333,28.3,20,C0C460
2010/10/4,0.62,28.62037037,19.925,22.1,17.1,C0C460
2010/10/5,0.24,23.87962963,21.975,26.1,17.2,C0C460
2010/10/6,0.04,20.29050926,23.05416667,26.1,21,C0C460
2010/10/7,1.97,20.45949074,23.79166667,27.9,20.9,C0C460
2010/10/8,0.53,19.84953704,21.8,25.4,20.4,C0C460
2010/10/9,1.41,21.70023148,21.78333333,24.4,20,C0C460
2010/10/10,1.34,17.43055556,23.25,28.4,20.4,C0C460
2010/10/11,1.04,17.37037037,24.64166667,29.5,21.6,C0C460
2010/10/12,0.45,17.54050926,24.60833333,28.8,22.1,C0C460
2010/10/13,0,16.81944444,24.2125,29,20.7,C0C460
2010/10/14,0.4,16.26041667,23.67916667,26.9,21.2,C0C460
2010/10/15,1.68,16.20949074,21.40416667,24.1,19.6,C0C460
2010/10/16,10.16,13.40972222,23.47083333,27.5,20.7,C0C460
2010/10/17,5.26,15.28935185,23,23.9,22,C0C460
2010/10/18,26.63,29.5,22.45833333,23.9,21.6,C0C460
2010/10/19,17.6,64.6400463,23.35833333,25.8,22,C0C460
2010/10/20,24.15,124.5497685,22.24166667,23.5,21,C0C460
2010/10/21,130.48,60.54050926,20.38333333,21.1,19.4,C0C460
2010/10/22,33,360.9398148,21.98333333,25.6,19.1,C0C460
2010/10/23,0.04,318.1898148,23.13333333,26.1,20.6,C0C460
2010/10/24,2.12,174.6898148,22.63333333,28.3,20.5,C0C460
2010/10/25,9.98,106.3796296,21.34583333,25.7,17.9,C0C460
2010/10/26,4.98,85.07986111,15.09166667,17.4,13.5,C0C460
2010/10/27,4.35,93.3599537,13.49583333,14.2,12.9,C0C460
2010/10/28,8.16,84.81018519,13.25,14,12.2,C0C460
2010/10/29,0.18,102.6805556,13.60416667,14.9,12.1,C0C460
2010/10/30,0.21,79.65972222,14.72083333,16,13.3,C0C460
2010/10/31,0,67.56944444,16.25,18.4,14.9,C0C460
2010/11/1,0,52.45023148,17.34166667,20.9,14.3,C0C460
2010/11/2,0.38,43.78009259,18.60833333,22.3,15.4,C0C460
2010/11/3,1.35,39.79050926,18.7,21,17.1,C0C460
2010/11/4,1.58,34.22453704,19.475,22.2,17.4,C0C460
2010/11/5,2.83,38.07986111,19.52916667,22.7,17.1,C0C460
2010/11/6,1.93,35.34027778,18.9875,21.1,17.3,C0C460
2010/11/7,2.28,33.34027778,20.45416667,23.7,18.3,C0C460
2010/11/8,0.48,30.82986111,18.59583333,20.4,16.4,C0C460
2010/11/9,0,28.42013889,16.7,20.1,14.5,C0C460
2010/11/10,0,32.01041667,17.37916667,22.3,13.6,C0C460
2010/11/11,0,25.79976852,18.4875,23.6,15,C0C460
2010/11/12,0.18,24.29050926,20.57916667,23.2,18,C0C460
2010/11/13,11.38,23.06018519,18.6875,20,17.1,C0C460
2010/11/14,1.92,23.67013889,19.82916667,23.1,17.1,C0C460
2010/11/15,6.93,22.59027778,18.10833333,20,16.4,C0C460
2010/11/16,3.26,22.93981481,19.125,21.5,18,C0C460
2010/11/17,0.73,29.23032407,20.2,22.8,16.9,C0C460
2010/11/18,0.38,24.37962963,20.72916667,23.8,17.5,C0C460
2010/11/19,2.03,23.1099537,18.00833333,21.9,16.2,C0C460
2010/11/20,0.46,21.34953704,18.96666667,24.2,16.7,C0C460
2010/11/21,0.04,20.84953704,19.3375,23.4,17.1,C0C460
2010/11/22,0.71,15.93981481,17.35833333,20.7,16.1,C0C460
2010/11/23,0.95,19.96990741,15.83333333,17.9,13.4,C0C460
2010/11/24,0.11,16.75,16.36666667,20,12.2,C0C460
2010/11/25,8.19,17.20949074,14.7,15.8,13.3,C0C460
2010/11/26,0.34,21.01967593,16.14583333,19.2,13.5,C0C460
2010/11/27,0.18,19.84953704,17.96666667,21.8,15.2,C0C460
2010/11/28,0,12.40972222,18.04583333,21.5,15.8,C0C460
2010/11/29,0,16.3900463,18.05,21.9,15.9,C0C460
2010/11/30,0,14.29050926,16.5875,19.3,14.2,C0C460
2010/12/1,0,16.1099537,18.30416667,21.9,16.1,C0C460
2010/12/2,0,13.53009259,18.0125,21.8,14.2,C0C460
2010/12/3,0.12,15.70023148,17.0375,20.1,15.5,C0C460
2010/12/4,0.18,14.67013889,18.45833333,21.7,16.3,C0C460
2010/12/5,0,14.45949074,19.61666667,22.5,18,C0C460
2010/12/6,0,14.45023148,17.56666667,20.8,14.4,C0C460
2010/12/7,0.96,13.54976852,10.89583333,13.9,7,C0C460
2010/12/8,0.14,14.71990741,9.770833333,14.6,6.3,C0C460
2010/12/9,0.18,10.8599537,12.5125,18.2,8.2,C0C460
2010/12/10,0,12.23032407,13.425,19.1,9.3,C0C460
2010/12/11,0,11.68981481,15.70833333,18.6,12.8,C0C460
2010/12/12,0,12.26041667,18.97916667,24.2,14.9,C0C460
2010/12/13,0,9.609953704,18.925,24.4,15.1,C0C460
2010/12/14,0.82,10.6099537,17.35416667,18.9,16.3,C0C460
2010/12/15,3.53,11.26967593,16.18333333,18.6,12.3,C0C460
2010/12/16,35.13,11.82986111,7.016666667,11.1,5.1,C0C460
2010/12/17,0.51,23.81944444,7.266666667,11,4.9,C0C460
2010/12/18,0,26,11.93333333,18.9,4.5,C0C460
2010/12/19,0,15.56018519,14.87916667,19.9,11.2,C0C460
2010/12/20,0,12.71990741,15.15416667,20,11.7,C0C460
2010/12/21,0,12.76967593,15.18181818,18.3,12.8,C0C460
2010/12/22,0.08,11.68055556,14.225,17.2,11.5,C0C460
2010/12/23,0,10.65046296,16.04583333,20.5,12.5,C0C460
2010/12/24,1.06,10.37037037,15.25,19.8,13.4,C0C460
2010/12/25,3.87,10.29050926,11.99166667,14.5,10.1,C0C460
2010/12/26,7.75,11.51041667,6.3375,9.6,4.1,C0C460
2010/12/27,0,15.54976852,9.895833333,15.5,3.8,C0C460
2010/12/28,0,12.23032407,12.94166667,18.9,9.1,C0C460
2010/12/29,0,10.71990741,14.74166667,21.2,11,C0C460
2010/12/30,0.04,10.68055556,10.875,13.9,7.6,C0C460
2010/12/31,0,10.56944444,8.075,11.9,4.1,C0C460
2011/1/1,0,8.719907407,7.395833333,11.3,4.4,C0C460
2011/1/2,0.04,8.519675926,10.725,14.8,7.1,C0C460
2011/1/3,1.11,10.31944444,9.891666667,11.3,9,C0C460
2011/1/4,0.12,8.849537037,10.89166667,13.1,8.8,C0C460
2011/1/5,4.12,9.969907407,14.10416667,18.8,10.6,C0C460
2011/1/6,0.98,10.31018519,10.26666667,14.3,6.5,C0C460
2011/1/7,0.42,8.840277778,9.445833333,12.2,6.2,C0C460
2011/1/8,0.04,8.87037037,13.01666667,19.2,9.2,C0C460
2011/1/9,1.09,8.480324074,11.27083333,13.8,8.4,C0C460
2011/1/10,3.56,9.829861111,9.0875,9.9,8,C0C460
2011/1/11,20.15,14.45023148,7.629166667,9.6,5.8,C0C460
2011/1/12,25.41,29.29050926,6.9875,10.3,5.3,C0C460
2011/1/13,0.53,28.32986111,12.97083333,16.2,10.3,C0C460
2011/1/14,0.95,19.67013889,14.05416667,18,11.7,C0C460
2011/1/15,3.54,23.03009259,8.120833333,12.6,4.4,C0C460
2011/1/16,0.21,19.71990741,5.05,7,3.4,C0C460
2011/1/17,1.04,16.12037037,10.1875,13.3,6.7,C0C460
2011/1/18,0.27,14.56018519,13.18333333,18.8,9.3,C0C460
2011/1/19,0.42,13.43981481,14.31666667,17.5,11,C0C460
2011/1/20,1.54,11.78009259,15.08333333,19.7,13.2,C0C460
2011/1/21,5.08,12.40046296,11.30833333,13,9.2,C0C460
2011/1/22,0.4,13.8900463,12.54166667,15.5,9.8,C0C460
2011/1/23,1.06,13.06944444,12.0875,14.9,11,C0C460
2011/1/24,0.78,11.3599537,10.57916667,12,9.2,C0C460
2011/1/25,0.08,11.06018519,12.73333333,15,11,C0C460
2011/1/26,0.6,11.87962963,13.9,16.7,11.5,C0C460
2011/1/27,0.7,10.62962963,15.05,17.7,13,C0C460
2011/1/28,0.9,11.12962963,12.2875,13.8,9.6,C0C460
2011/1/29,0.9,12.42013889,8.104166667,9.3,7.2,C0C460
2011/1/30,0.86,10.82986111,8.4,11.4,7.1,C0C460
2011/1/31,1.17,10.78009259,8.858333333,11.2,5.9,C0C460
2011/2/1,1.11,11.31018519,12.68333333,16.9,10.7,C0C460
2011/2/2,0.42,10.84027778,11.525,12.9,10.3,C0C460
2011/2/3,0.07,11.40972222,13.55833333,17,10.1,C0C460
2011/2/4,0.04,9.469907407,13.59166667,17.6,11.1,C0C460
2011/2/5,0,9.890046296,14.575,19.5,11.1,C0C460
2011/2/6,0,8.400462963,15.64583333,20.9,12.1,C0C460
2011/2/7,0,9.5,16.56666667,21.3,13.4,C0C460
2011/2/8,0,9.420138889,16.23333333,21.2,12,C0C460
2011/2/9,0.44,8.25,17.475,22.6,14.7,C0C460
2011/2/10,0.1,9.489583333,14.45416667,18.7,13.2,C0C460
2011/2/11,0.88,6.299768519,9.854166667,13,7.1,C0C460
2011/2/12,1.44,8.040509259,9.8125,12.1,7.9,C0C460
2011/2/13,6.26,7.719907407,12.12916667,14.9,10.4,C0C460
2011/2/14,11.11,9.37962963,7.341666667,10.3,5.9,C0C460
2011/2/15,0.92,11.75,10.77083333,13.8,6.7,C0C460
2011/2/16,1.69,8.920138889,14,17.3,11.7,C0C460
2011/2/17,0.35,8.640046296,14.69166667,19.7,11.4,C0C460
2011/2/18,0.24,8.480324074,12.63333333,14.6,11.4,C0C460
2011/2/19,4.99,8.87037037,12.05833333,12.7,11.4,C0C460
2011/2/20,11.31,15.34027778,11.2875,12,10.4,C0C460
2011/2/21,0.23,13,10.56666667,11.9,8.4,C0C460
2011/2/22,0,11.56018519,12.18333333,16.9,7.8,C0C460
2011/2/23,0,10.45949074,15.1625,18.1,12.7,C0C460
2011/2/24,0.42,8.980324074,15.58333333,17.9,14.1,C0C460
2011/2/25,0.46,9.719907407,17.725,20.8,15.1,C0C460
2011/2/26,0.08,7.969907407,17.68333333,23.3,12.5,C0C460
2011/2/27,0,8.980324074,19.7125,25.2,15.9,C0C460
2011/2/28,0,7.760416667,18.58333333,24.2,14.3,C0C460
2011/3/1,0.2,6.109953704,13.83333333,16.4,11.9,C0C460
2011/3/2,0.12,7.079861111,11.7375,14.4,10.2,C0C460
2011/3/3,0.24,8.180555556,11.07916667,13.5,8.8,C0C460
2011/3/4,0.2,6.659722222,10.95416667,13.5,8.6,C0C460
2011/3/5,0,6.920138889,14.23333333,19.4,11.2,C0C460
2011/3/6,0.17,6.689814815,16.69166667,20.8,13.8,C0C460
2011/3/7,18.27,24.68981481,9.216666667,14.3,7.6,C0C460
2011/3/8,0.04,9.409722222,11.0625,13.1,8.8,C0C460
2011/3/9,0.24,8.840277778,15.22083333,20.5,12.3,C0C460
2011/3/10,4.54,7.12037037,13.475,16,12,C0C460
2011/3/11,5.02,10.32986111,12.4125,14.2,11.7,C0C460
2011/3/12,1.51,8.909722222,12.825,14.1,12,C0C460
2011/3/13,0,8.480324074,17.03333333,23.3,12,C0C460
2011/3/14,0.04,8.019675926,18.4,24.1,14.6,C0C460
2011/3/15,0.6,7.299768519,13.2875,18.7,8.3,C0C460
2011/3/16,0.16,5.739583333,9.25,12.6,7.6,C0C460
2011/3/17,0.08,7.049768519,12.9125,15.8,10.3,C0C460
2011/3/18,2.3,8.260416667,14.54583333,16.7,12.2,C0C460
2011/3/19,1.19,6.189814815,15.87083333,17.2,13.8,C0C460
2011/3/20,0.12,7.769675926,20.37916667,27,15.6,C0C460
2011/3/21,0.16,7.989583333,20.40416667,23.8,15.9,C0C460
2011/3/22,0.49,8.670138889,10.94583333,14.4,9.6,C0C460
2011/3/23,0.12,5.280092593,10.6625,12.4,9.4,C0C460
2011/3/24,0.16,5.090277778,10.70833333,12,9.8,C0C460
2011/3/25,0.58,7.37037037,10.4875,11.6,8.6,C0C460
2011/3/26,0.62,5.189814815,10.90416667,11.9,9.7,C0C460
2011/3/27,39.38,17.46990741,9.1375,10,8.6,C0C460
2011/3/28,17.45,40.93055556,11.55416667,15.1,8.1,C0C460
2011/3/29,0.08,28.40972222,14.99166667,19.7,12.5,C0C460
2011/3/30,0,17.48032407,14.60416667,18.6,11,C0C460
2011/3/31,0,15.96990741,15.93333333,20.2,10.8,C0C460
2011/4/1,0,10.04050926,18.05,22.8,14.1,C0C460
2011/4/2,0,12.95949074,19.0875,24.3,15.5,C0C460
2011/4/3,0.15,8.87962963,17.73333333,22.9,14.7,C0C460
2011/4/4,2.21,9.769675926,11.87083333,13.8,10.6,C0C460
2011/4/5,0.31,9.819444444,11.31666667,12.3,9.9,C0C460
2011/4/6,0,12.42013889,15.325,20.2,9.3,C0C460
2011/4/7,0,9.079861111,17.99583333,22.9,12.4,C0C460
2011/4/8,0.04,7.700231481,18.39583333,22.8,14.8,C0C460
2011/4/9,0,8.519675926,18.36666667,22.8,14.7,C0C460
2011/4/10,0,9.849537037,20.24166667,26.6,15.9,C0C460
2011/4/11,0.24,6.530092593,17.15,19.2,15,C0C460
2011/4/12,0.04,7.549768519,16.18333333,18.7,13.9,C0C460
2011/4/13,0,8.150462963,19.0875,23.4,15.3,C0C460
2011/4/14,0,9.140046296,20.43333333,26.1,15.4,C0C460
2011/4/15,0,10.81944444,20.95833333,25.8,17.3,C0C460
2011/4/16,0.46,5.980324074,19.6625,24.3,17.7,C0C460
2011/4/17,13.23,9.109953704,16.325,17.5,15.6,C0C460
2011/4/18,3.81,11.20023148,18.37916667,22.8,15.2,C0C460
2011/4/19,0.04,10.70023148,18.25833333,22.9,15,C0C460
2011/4/20,0.04,11.07986111,18.1,23.8,12.9,C0C460
2011/4/21,0,7.849537037,18.50416667,24.3,15.2,C0C460
2011/4/22,8.79,8.950231481,18.64583333,22.9,15.8,C0C460
2011/4/23,4.29,14.51041667,15.65833333,18.8,13.2,C0C460
2011/4/24,0,8.599537037,20.30833333,27.1,14.6,C0C460
2011/4/25,0,9.5,19.99583333,26.1,16.9,C0C460
2011/4/26,0,13.04976852,20.675,24.6,17.2,C0C460
2011/4/27,0,8.319444444,22.6625,29.4,17.2,C0C460
2011/4/28,0.04,7.969907407,20.675,24.2,17.3,C0C460
2011/4/29,0,8.900462963,21.21666667,23.8,18.5,C0C460
2011/4/30,0,8.659722222,21.04583333,24.7,17.7,C0C460
2011/5/1,5.79,8.689814815,22.44583333,26.6,19.4,C0C460
2011/5/2,0.93,7.219907407,20.3375,23.5,19.3,C0C460
2011/5/3,0.54,6.760416667,19.6625,23.8,16.4,C0C460
2011/5/4,2.15,5.62037037,18.2625,19.9,16.1,C0C460
2011/5/5,3.44,6.060185185,20.125,22.9,18.6,C0C460
2011/5/6,0.14,6.409722222,20.575,21.8,19,C0C460
2011/5/7,0,5.209490741,22.675,28.9,18.9,C0C460
2011/5/8,2.66,6.769675926,23.37916667,27.7,20.1,C0C460
2011/5/9,0,6.400462963,24.20833333,31.2,19,C0C460
2011/5/10,0,5.219907407,24.6125,29.4,20.7,C0C460
2011/5/11,1.02,4.459490741,24.78333333,30.6,19.5,C0C460
2011/5/12,61.34,25.82986111,23.29583333,28.9,20.5,C0C460
2011/5/13,11.95,49.78009259,20.2875,21.6,19,C0C460
2011/5/14,52.93,48.07986111,19.37916667,20.1,18.6,C0C460
2011/5/15,2.67,67.73032407,19.7875,20.9,19.1,C0C460
2011/5/16,33.76,35.01041667,18.57083333,19.3,17.2,C0C460
2011/5/17,30.12,137.0104167,18.29583333,22,16.1,C0C460
2011/5/18,0.04,77.29976852,21.57916667,25.6,17.4,C0C460
2011/5/19,0,50.62962963,22.01666667,25.5,19.3,C0C460
2011/5/20,3.39,34.31018519,22.00416667,27.4,19.2,C0C460
2011/5/21,13.98,35.98032407,22.3125,27.7,18.8,C0C460
2011/5/22,10.3,34.81018519,22.71666667,26.1,20.3,C0C460
2011/5/23,5.02,32.45949074,21.87916667,23.5,20.5,C0C460
2011/5/24,9.02,39.79976852,19.325,20.9,18.6,C0C460
2011/5/25,0.52,33.34953704,20.15833333,23,18.6,C0C460
2011/5/26,9.8,29.28009259,23.22916667,26.2,20,C0C460
2011/5/27,7.71,27.84953704,22.75,26.3,20.4,C0C460
2011/5/28,17.13,50.90046296,18.9625,21,17.2,C0C460
2011/5/29,0,51.03009259,18.61666667,24.2,14.4,C0C460
2011/5/30,0,35.23958333,21.44583333,28.1,15.1,C0C460
2011/5/31,0.26,29.46990741,23.20416667,28.2,18.9,C0C460
2011/6/1,21.96,41.26967593,22.27916667,26,20.5,C0C460
2011/6/2,3.27,41.48958333,22.26666667,24.5,20.9,C0C460
2011/6/3,0,30.34027778,22.7875,25.7,21,C0C460
2011/6/4,0,26.15972222,23.84166667,27.7,20.8,C0C460
2011/6/5,0,23.20949074,25.68333333,30.9,22.2,C0C460
2011/6/6,0,21.45023148,26.38333333,30.7,22.3,C0C460
2011/6/7,0,18.44097222,25.95,30.5,23.3,C0C460
2011/6/8,0,18.04050926,25.775,30.8,22.3,C0C460
2011/6/9,6.43,17.87037037,25.59166667,30.5,23,C0C460
2011/6/10,62.51,62.48032407,24.38333333,29.4,22,C0C460
2011/6/11,2.35,68.34027778,24.625,29.4,21.8,C0C460
2011/6/12,1.46,34.09953704,25.3875,30.5,22,C0C460
2011/6/13,1.85,27.90972222,24.57916667,29.1,21.9,C0C460
2011/6/14,0.9,26.06944444,25.63333333,29.3,22.1,C0C460
2011/6/15,1.8,25.03009259,26.02916667,30.3,22.2,C0C460
2011/6/16,3.43,23.6400463,25.45,29.7,22.8,C0C460
2011/6/17,10.27,33.40046296,24.525,30.5,21.8,C0C460
2011/6/18,5.99,22.62962963,24.57083333,29.3,21.8,C0C460
2011/6/19,33.53,40.62037037,24.8375,31.4,21.8,C0C460
2011/6/20,0,49.18981481,25.52083333,30.4,22,C0C460
2011/6/21,4.29,30.3599537,24.41666667,28.9,22.5,C0C460
2011/6/22,0.3,19.56944444,25.44583333,29.7,21.9,C0C460
2011/6/23,0.39,21.76041667,25.41666667,29.8,22.3,C0C460
2011/6/24,30.35,25.8599537,25.27083333,29.4,22,C0C460
2011/6/25,137.32,527.1203704,23.88333333,27.7,21.6,C0C460
2011/6/26,27.07,239.5902778,24.45416667,30.6,22.3,C0C460
2011/6/27,13.37,166.9305556,24.29583333,29.3,22,C0C460
2011/6/28,46.61,227.9305556,22.74166667,26,21.3,C0C460
2011/6/29,23.44,166.4699074,23.1625,27.5,21,C0C460
2011/6/30,2.49,143.5798611,24.1375,28.4,22.1,C0C460
2011/7/1,3.17,99.23958333,24.42083333,28.8,21.1,C0C460
2011/7/2,0.07,78.73958333,25.4,29.8,22.8,C0C460
2011/7/3,1.72,69.23032407,25.69583333,31,22.8,C0C460
2011/7/4,5.9,57.1400463,25.90833333,30.5,23.4,C0C460
2011/7/5,2.77,55.37037037,25.85416667,30.9,22.8,C0C460
2011/7/6,0,50.92013889,25.1375,30.1,20.9,C0C460
2011/7/7,0,43.26967593,25.44166667,29.6,21,C0C460
2011/7/8,0,41,25.975,32.1,21.2,C0C460
2011/7/9,0,39.51967593,24.79583333,29.5,19.8,C0C460
2011/7/10,0.93,36.40046296,25.28333333,30.4,22.7,C0C460
2011/7/11,0.36,32.79050926,24.85833333,27.5,22.9,C0C460
2011/7/12,1.27,27.37037037,24.61666667,27.8,22.9,C0C460
2011/7/13,19.9,29.54050926,23.94583333,27.4,22.3,C0C460
2011/7/14,17.76,74.8599537,24.08333333,28.6,21.4,C0C460
2011/7/15,53.27,93.6099537,23.00416667,27.9,21.4,C0C460
2011/7/16,26.29,116.6099537,23.62083333,27.5,21.9,C0C460
2011/7/17,22.6,114.4895833,23.95833333,27.5,21.5,C0C460
2011/7/18,3.52,105.2199074,24.47916667,29.5,21.6,C0C460
2011/7/19,13.46,86.93981481,24.98333333,29.3,22.3,C0C460
2011/7/20,1.89,68.68981481,25.7625,30.3,22.9,C0C460
2011/7/21,0.86,58.05902778,25.55416667,28.5,23.1,C0C460
2011/7/22,3.57,51.6400463,25.8375,29.9,22.2,C0C460
2011/7/23,0.68,47.20023148,26.6375,32.7,22.6,C0C460
2011/7/24,0,43.01041667,27.17916667,33.5,23.3,C0C460
2011/7/25,0.34,38.87037037,25.79166667,30.5,22.9,C0C460
2011/7/26,18.27,42.56944444,24.3,27.8,21.4,C0C460
2011/7/27,0,45.81018519,25.47391304,30.3,22.1,C0C460
2011/7/28,0,36.20023148,26.99166667,32,22.4,C0C460
2011/7/29,8.09,40.81944444,25.13333333,31,22,C0C460
2011/7/30,0.28,33.56944444,25.075,28.1,22.7,C0C460
2011/7/31,0,31.5,25.39166667,29.2,22.2,C0C460
2011/8/1,0,30.23032407,25.55833333,30,22.1,C0C460
2011/8/2,0,30.68055556,25.875,30.8,22.1,C0C460
2011/8/3,0,26.20949074,26.03333333,32,22.1,C0C460
2011/8/4,0,24.71990741,25.57916667,31.4,21.6,C0C460
2011/8/5,22.46,32.37037037,23.1,26,20.7,C0C460
2011/8/6,7.95,30.81944444,24.56666667,28.8,21.9,C0C460
2011/8/7,15.02,29.31944444,25.61666667,31.3,22.8,C0C460
2011/8/8,11.45,35.81018519,25.1,29.7,22.7,C0C460
2011/8/9,15.59,39.3900463,24.52083333,28.1,22.8,C0C460
2011/8/10,30.3,101.3298611,23.58333333,28.3,22,C0C460
2011/8/11,16.41,100.6203704,23.68333333,28,21.7,C0C460
2011/8/12,8.88,77.45023148,24.5125,30.1,22.2,C0C460
